Date,Value,Metric,Company
2015-02-04,14.76533317565918,TSLA,High
2015-02-04,63.38980722561107,BND,Low
2015-02-04,170.97977663969016,SPY,Low
2015-02-04,14.453332901000977,TSLA,Low
2015-02-04,63.45808552027887,BND,Open
2015-02-04,171.3242429384525,SPY,Open
2015-02-04,14.552666664123535,TSLA,Open
2015-02-04,2945700.0,BND,Volume
2015-02-04,134306700.0,SPY,Volume
2015-02-04,49581000.0,TSLA,Volume
2015-02-05,63.473262786865234,BND,Close
2015-02-05,173.17259216308594,SPY,Close
2015-02-05,14.732666969299316,TSLA,Close
2015-02-05,63.54154108963053,BND,High
2015-02-05,173.32382659631858,SPY,High
2015-02-05,15.031999588012695,TSLA,High
2015-02-05,63.42774777686724,BND,Low
2015-02-05,172.038391602656,SPY,Low
2015-02-05,14.642666816711426,TSLA,Low
2015-02-05,63.48843831537677,BND,Open
2015-02-05,172.11400240940398,SPY,Open
2015-02-05,14.658666610717773,TSLA,Open
2015-02-05,2128200.0,BND,Volume
2015-02-05,97953200.0,SPY,Volume
2015-02-05,52843500.0,TSLA,Volume
2015-02-06,63.06363296508789,BND,Close
2015-02-06,172.6937255859375,SPY,Close
2015-02-06,14.490667343139648,TSLA,Close
2015-02-06,63.28363190530924,BND,High
2015-02-06,174.11358845882827,SPY,High
2015-02-06,14.893333435058594,TSLA,High
2015-02-06,63.04846321890073,BND,Low
2015-02-06,172.1644242542181,SPY,Low
2015-02-06,14.433333396911621,TSLA,Low
2015-02-06,63.253286625164534,BND,Open
2015-02-06,173.542276846542,SPY,Open
2015-02-06,14.800000190734863,TSLA,Open
2015-02-06,2907700.0,BND,Volume
2015-02-06,125672000.0,SPY,Volume
2015-02-06,48658500.0,TSLA,Volume
2015-02-09,63.040870666503906,BND,Close
2015-02-09,171.92074584960938,SPY,Close
2015-02-09,14.498666763305664,TSLA,Close
2015-02-09,63.185009289307146,BND,High
2015-02-09,172.76929691629522,SPY,High
2015-02-09,14.528667449951172,TSLA,High
2015-02-09,63.01052538866269,BND,Low
2015-02-09,171.50906570571544,SPY,Low
2015-02-09,14.13266658782959,TSLA,Low
2015-02-09,63.16983375650157,BND,Open
2015-02-09,172.0383669164741,SPY,Open
2015-02-09,14.358667373657227,TSLA,Open
2015-02-09,1384600.0,BND,Volume
2015-02-09,87219000.0,SPY,Volume
2015-02-09,52086000.0,TSLA,Volume
2015-02-10,62.927085876464844,BND,Close
2015-02-10,173.75228881835938,SPY,Close
2015-02-10,14.419333457946777,TSLA,Close
2015-02-10,62.99536420783247,BND,High
2015-02-10,174.01273457035214,SPY,High
2015-02-10,14.699999809265137,TSLA,High
2015-02-10,62.8891586148346,BND,Low
2015-02-10,171.96275626213904,SPY,Low
2015-02-10,14.333333015441895,TSLA,Low
2015-02-10,62.965018925865834,BND,Open
2015-02-10,172.97095156238112,SPY,Open
2015-02-10,14.50333309173584,TSLA,Open
2015-02-10,1447900.0,BND,Volume
2015-02-10,96164200.0,SPY,Volume
2015-02-10,80857500.0,TSLA,Volume
2015-02-11,62.927085876464844,BND,Close
2015-02-11,173.8530731201172,SPY,Close
2015-02-11,14.186667442321777,TSLA,Close
2015-02-11,63.00295197526682,BND,High
2015-02-11,174.28995681993237,SPY,High
2015-02-11,14.315999984741211,TSLA,High
2015-02-11,62.881570847400255,BND,Low
2015-02-11,172.92891134788275,SPY,Low
2015-02-11,13.8186674118042,TSLA,Low
2015-02-11,62.965018925865834,BND,Open
2015-02-11,173.58423048773875,SPY,Open
2015-02-11,14.147333145141602,TSLA,Open
2015-02-11,1904000.0,BND,Volume
2015-02-11,91087800.0,SPY,Volume
2015-02-11,146536500.0,TSLA,Volume
2015-02-12,62.95743179321289,BND,Close
2015-02-12,175.5250244140625,SPY,Close
2015-02-12,13.525333404541016,TSLA,Close
2015-02-12,63.040879872519845,BND,High
2015-02-12,175.58384136505023,SPY,High
2015-02-12,13.53933334350586,TSLA,High
2015-02-12,62.93467427845113,BND,Low
2015-02-12,173.88672619011376,SPY,Low
2015-02-12,12.885333061218262,TSLA,Low
2015-02-12,62.95743179321288,BND,Open
2015-02-12,174.65966656193223,SPY,Open
2015-02-12,12.904666900634766,TSLA,Open
2015-02-12,4662900.0,BND,Volume
2015-02-12,97545900.0,SPY,Volume
2015-02-12,234744000.0,TSLA,Volume
2015-02-13,62.81331253051758,BND,Close
2015-02-13,176.24757385253906,SPY,Close
2015-02-13,13.584667205810547,TSLA,Close
2015-02-13,62.98779070663026,BND,High
2015-02-13,176.2979810610468,SPY,High
2015-02-13,13.732666969299316,TSLA,High
2015-02-13,62.81331253051758,BND,Low
2015-02-13,175.39061284869427,SPY,Low
2015-02-13,13.394000053405762,TSLA,Low
2015-02-13,62.98779070663026,BND,Open
2015-02-13,175.65107145888044,SPY,Open
2015-02-13,13.526666641235352,TSLA,Open
2015-02-13,1883000.0,BND,Volume
2015-02-13,93670400.0,SPY,Volume
2015-02-13,92865000.0,TSLA,Volume
2015-02-17,62.562965393066406,BND,Close
2015-02-17,176.5247802734375,SPY,Close
2015-02-17,13.623332977294922,TSLA,Close
2015-02-17,62.813309673778505,BND,High
2015-02-17,176.7012182769293,SPY,High
2015-02-17,13.713333129882812,TSLA,High
2015-02-17,62.540207874414726,BND,Low
2015-02-17,175.67622923884286,SPY,Low
2015-02-17,13.433333396911621,TSLA,Low
2015-02-17,62.798134136162865,BND,Open
2015-02-17,175.92826521563927,SPY,Open
2015-02-17,13.713333129882812,TSLA,Open
2015-02-17,5281500.0,BND,Volume
2015-02-17,76968200.0,SPY,Volume
2015-02-17,59694000.0,TSLA,Volume
2015-02-18,62.737422943115234,BND,Close
2015-02-18,176.54161071777344,SPY,Close
2015-02-18,13.630666732788086,TSLA,Close
2015-02-18,62.82845877557559,BND,High
2015-02-18,176.61722152099392,SPY,High
2015-02-18,13.744667053222656,TSLA,High
2015-02-18,62.578114577137015,BND,Low
2015-02-18,175.87788170354202,SPY,Low
2015-02-18,13.506667137145996,TSLA,Low
2015-02-18,62.65397487696904,BND,Open
2015-02-18,176.146737207974,SPY,Open
2015-02-18,13.611332893371582,TSLA,Open
2015-02-18,3813000.0,BND,Volume
2015-02-18,80652900.0,SPY,Volume
2015-02-18,40704000.0,TSLA,Volume
2015-02-19,62.684268951416016,BND,Close
2015-02-19,176.4155731201172,SPY,Close
2015-02-19,14.11400032043457,TSLA,Close
2015-02-19,62.82081969468146,BND,High
2015-02-19,176.7852430146516,SPY,High
2015-02-19,14.162667274475098,TSLA,High
2015-02-19,62.661511458832635,BND,Low
2015-02-19,175.79386722452347,SPY,Low
2015-02-19,13.583333015441895,TSLA,Low
2015-02-19,62.76771694939852,BND,Open
2015-02-19,175.93669189836893,SPY,Open
2015-02-19,13.666666984558105,TSLA,Open
2015-02-19,1322700.0,BND,Volume
2015-02-19,91462500.0,SPY,Volume
2015-02-19,77311500.0,TSLA,Volume
2015-02-20,62.69948196411133,BND,Close
2015-02-20,177.4741668701172,SPY,Close
2015-02-20,14.473999977111816,TSLA,Close
2015-02-20,62.87396003676015,BND,High
2015-02-20,177.54977766671422,SPY,High
2015-02-20,14.506667137145996,TSLA,High
2015-02-20,62.60844615157588,BND,Low
2015-02-20,175.36537175363264,SPY,Low
2015-02-20,13.987333297729492,TSLA,Low
2015-02-20,62.775342247339886,BND,Open
2015-02-20,175.99548736474443,SPY,Open
2015-02-20,14.052000045776367,TSLA,Open
2015-02-20,3145800.0,BND,Volume
2015-02-20,140896400.0,SPY,Volume
2015-02-20,89731500.0,TSLA,Volume
2015-02-23,62.82842254638672,BND,Close
2015-02-23,177.4490203857422,SPY,Close
2015-02-23,13.822667121887207,TSLA,Close
2015-02-23,62.88152530442511,BND,High
2015-02-23,177.4490203857422,SPY,High
2015-02-23,14.546667098999023,TSLA,High
2015-02-23,62.77531978834832,BND,Low
2015-02-23,176.8356984299778,SPY,Low
2015-02-23,13.755332946777344,TSLA,Low
2015-02-23,62.81325281027569,BND,Open
2015-02-23,177.22217510320277,SPY,Open
2015-02-23,14.37733268737793,TSLA,Open
2015-02-23,3952700.0,BND,Volume
2015-02-23,74411100.0,SPY,Volume
2015-02-23,127497000.0,TSLA,Volume
2015-02-24,63.08639144897461,BND,Close
2015-02-24,177.9530792236328,SPY,Close
2015-02-24,13.607333183288574,TSLA,Close
2015-02-24,63.131906471831115,BND,High
2015-02-24,178.1547208695958,SPY,High
2015-02-24,13.81933307647705,TSLA,High
2015-02-24,62.72225390281272,BND,Low
2015-02-24,177.07091464968335,SPY,Low
2015-02-24,13.446666717529297,TSLA,Low
2015-02-24,62.82845948132453,BND,Open
2015-02-24,177.37337070875924,SPY,Open
2015-02-24,13.81933307647705,TSLA,Open
2015-02-24,2542200.0,BND,Volume
2015-02-24,72472300.0,SPY,Volume
2015-02-24,99054000.0,TSLA,Volume
2015-02-25,63.14710235595703,BND,Close
2015-02-25,177.80184936523438,SPY,Close
2015-02-25,13.583999633789062,TSLA,Close
2015-02-25,63.16227789503759,BND,High
2015-02-25,178.31434397437303,SPY,High
2015-02-25,13.809332847595215,TSLA,High
2015-02-25,63.02572698217427,BND,Low
2015-02-25,177.45738304341043,SPY,Low
2015-02-25,13.505332946777344,TSLA,Low
2015-02-25,63.07882979341154,BND,Open
2015-02-25,177.82705296734477,SPY,Open
2015-02-25,13.662667274475098,TSLA,Open
2015-02-25,4934600.0,BND,Volume
2015-02-25,73061700.0,SPY,Volume
2015-02-25,58642500.0,TSLA,Volume
2015-02-26,62.97258758544922,BND,Close
2015-02-26,177.591796875,SPY,Close
2015-02-26,13.812666893005371,TSLA,Close
2015-02-26,63.14706566910188,BND,High
2015-02-26,177.86904929620954,SPY,High
2015-02-26,14.072667121887207,TSLA,High
2015-02-26,62.96499982031724,BND,Low
2015-02-26,176.97847508577792,SPY,Low
2015-02-26,13.481332778930664,TSLA,Low
2015-02-26,63.07120538108903,BND,Open
2015-02-26,177.7094179488705,SPY,Open
2015-02-26,13.600000381469727,TSLA,Open
2015-02-26,2187500.0,BND,Volume
2015-02-26,72697900.0,SPY,Volume
2015-02-26,97093500.0,TSLA,Volume
2015-02-27,63.02571487426758,BND,Close
2015-02-27,176.98687744140625,SPY,Close
2015-02-27,13.555999755859375,TSLA,Close
2015-02-27,63.04847239074412,BND,High
2015-02-27,177.7598177259541,SPY,High
2015-02-27,13.903332710266113,TSLA,High
2015-02-27,62.911921504113664,BND,Low
2015-02-27,176.93647024324324,SPY,Low
2015-02-27,13.520000457763672,TSLA,Low
2015-02-27,62.987781821625866,BND,Open
2015-02-27,177.49096224277133,SPY,Open
2015-02-27,13.793333053588867,TSLA,Open
2015-02-27,4094400.0,BND,Volume
2015-02-27,108076000.0,SPY,Volume
2015-02-27,58231500.0,TSLA,Volume
2015-03-02,62.82198715209961,BND,Close
2015-03-02,178.1043243408203,SPY,Close
2015-03-02,13.155332565307617,TSLA,Close
2015-03-02,63.08801981076333,BND,High
2015-03-02,178.16312847874926,SPY,High
2015-03-02,13.555999755859375,TSLA,High
2015-03-02,62.80678197213195,BND,Low
2015-03-02,177.03732473236988,SPY,Low
2015-03-02,13.055333137512207,TSLA,Low
2015-03-02,63.05761524990504,BND,Open
2015-03-02,177.0877319419484,SPY,Open
2015-03-02,13.513333320617676,TSLA,Open
2015-03-02,2476100.0,BND,Volume
2015-03-02,87491400.0,SPY,Volume
2015-03-02,118831500.0,TSLA,Volume
2015-03-03,62.74598693847656,BND,Close
2015-03-03,177.3733367919922,SPY,Close
2015-03-03,13.303999900817871,TSLA,Close
2015-03-03,62.86759939889815,BND,High
2015-03-03,178.15468680342147,SPY,High
2015-03-03,13.349332809448242,TSLA,High
2015-03-03,62.73078175650025,BND,Low
2015-03-03,176.49958213270352,SPY,Low
2015-03-03,13.021332740783691,TSLA,Low
2015-03-03,62.806790269148465,BND,Open
2015-03-03,177.66739586699202,SPY,Open
2015-03-03,13.120667457580566,TSLA,Open
2015-03-03,2648100.0,BND,Volume
2015-03-03,110325800.0,SPY,Volume
2015-03-03,66484500.0,TSLA,Volume
2015-03-04,62.74598693847656,BND,Close
2015-03-04,176.62557983398438,SPY,Close
2015-03-04,13.496000289916992,TSLA,Close
2015-03-04,62.82959804211294,BND,High
2015-03-04,176.84402808851192,SPY,High
2015-03-04,13.501333236694336,TSLA,High
2015-03-04,62.71558237360172,BND,Low
2015-03-04,175.64260114781018,SPY,Low
2015-03-04,13.147333145141602,TSLA,Low
2015-03-04,62.78398829526178,BND,Open
2015-03-04,176.76840448208833,SPY,Open
2015-03-04,13.283332824707031,TSLA,Open
2015-03-04,1425400.0,BND,Volume
2015-03-04,114497200.0,SPY,Volume
2015-03-04,63330000.0,TSLA,Volume
2015-03-05,62.783992767333984,BND,Close
2015-03-05,176.81886291503906,SPY,Close
2015-03-05,13.375332832336426,TSLA,Close
2015-03-05,62.844801901415074,BND,High
2015-03-05,177.10451227331754,SPY,High
2015-03-05,13.746000289916992,TSLA,High
2015-03-05,62.70798424927172,BND,Low
2015-03-05,176.30636832766368,SPY,Low
2015-03-05,13.34333324432373,TSLA,Low
2015-03-05,62.761190791823125,BND,Open
2015-03-05,176.9532778473409,SPY,Open
2015-03-05,13.523332595825195,TSLA,Open
2015-03-05,1340800.0,BND,Volume
2015-03-05,76873000.0,SPY,Volume
2015-03-05,73155000.0,TSLA,Volume
2015-03-06,62.419124603271484,BND,Close
